Date,Open,High,Low,Close,Adj Close,Volume,Expiry_x,Underlying Value_x,PVP,POP,CVP,COP,Span
2012-06-06,34.946712493896484,36.28020477294922,34.946712493896484,35.44485855102539,29.91636085510254,18130594,2012-06-28,231.25,226.66666666666669,227.5,235.41666666666669,245.9090909090909,22
2012-06-07,35.988983154296875,36.15758514404297,34.50221633911133,35.3528938293457,29.838743209838867,12358599,2012-06-28,230.65,222.5,224.28571428571428,236.4516129032258,242.0,21
2012-06-08,35.069332122802734,35.29924774169922,34.56352615356445,34.90073013305664,29.45709991455078,9948741,2012-06-28,227.7,222.5,224.28571428571428,235.7894736842105,240.6,20
2012-06-11,35.25326156616211,35.96599197387695,34.37959671020508,34.54819869995117,29.159555435180664,18408768,2012-06-28,225.4,230.0,225.55555555555557,235.68965517241375,238.625,17
2012-06-12,34.027061462402344,35.559814453125,33.75883102416992,35.01568603515625,29.554128646850582,11376397,2012-06-28,228.45,210.0,222.72727272727275,235.46666666666667,237.8125,16
2012-06-13,35.27625274658203,35.27625274658203,34.057716369628906,34.31828689575195,28.965511322021484,9692561,2012-06-28,223.9,220.0,222.5,232.31884057971013,236.4,15
2012-06-14,34.1879997253418,34.64016342163086,33.64387512207031,33.82780456542969,28.551528930664062,5461240,2012-06-28,220.7,219.0,221.42857142857144,231.63934426229508,235.2777777777778,14
2012-06-15,34.027061462402344,34.41791534423828,33.87378692626953,34.11136245727539,28.79085922241211,4911438,2012-06-28,222.55,220.0,220.96774193548387,236.5,235.51020408163265,13
2012-06-18,34.25697326660156,34.54819869995117,31.31409454345703,31.911867141723636,26.93442916870117,12210858,2012-06-28,208.2,217.0,220.45454545454547,224.9645390070922,231.15789473684208,10
2012-06-19,32.18776321411133,32.49431228637695,31.268110275268555,32.04215240478516,27.044389724731445,9802188,2012-06-28,209.05,210.0,220.22222222222223,216.47058823529412,229.6172248803828,9
2012-06-20,32.24140930175781,33.413963317871094,32.00383377075195,33.15339660644531,27.98230743408203,10749459,2012-06-28,216.3,210.0,220.22222222222223,221.0236220472441,230.0497512437811,8
2012-06-21,33.1074104309082,33.6975212097168,32.647586822509766,33.47527313232422,28.25397682189941,11235611,2012-06-28,218.4,230.0,220.0,224.1095890410959,230.0,7
2012-06-22,32.80852508544922,34.25697326660156,32.80086135864258,33.666866302490234,28.41569328308105,15024884,2012-06-28,219.65,220.0,220.0,222.24299065420564,230.2325581395349,6
2012-06-25,33.72051239013672,34.210994720458984,32.1264533996582,32.42533874511719,27.36781120300293,12635897,2012-06-28,211.55,220.0,220.0,221.0,230.23041474654372,3
2012-06-26,32.53263092041016,33.02310943603516,32.17243576049805,32.57861328125,27.49717903137207,6406175,2012-06-28,212.55,210.0,219.7619047619048,221.1764705882353,229.95348837209303,2
2012-06-27,32.73955154418945,33.797149658203125,32.60160446166992,33.62088394165039,28.376880645751957,9729612,2012-06-28,219.35,217.72727272727272,219.3548387096774,220.6,230.0471698113208,1
2012-06-28,33.72051239013672,34.01173400878906,33.0307731628418,33.34498977661133,28.144018173217773,11212463,2012-07-26,217.55,200.0,210.0,219.4736842105263,221.5909090909091,28
2012-06-29,33.72051239013672,34.54819869995117,33.59022903442383,34.08837127685547,28.77145195007324,23289066,2012-07-26,222.4,218.84615384615384,218.0769230769231,228.0,226.30952380952385,27
2012-07-02,34.333614349365234,36.540775299072266,33.72051239013672,36.01963806152344,30.4014892578125,98667194,2012-07-26,235.0,217.3333333333333,217.94117647058823,237.96511627906972,237.28682170542635,24
2012-07-03,36.234222412109375,37.1692008972168,36.18824005126953,36.50245666503906,30.80900001525879,25438848,2012-07-26,238.15,226.5217391304348,221.86440677966104,243.02593659942363,239.4699646643109,23
2012-07-04,36.63274002075195,37.29182052612305,36.02730178833008,36.40282440185547,30.72490692138672,18808976,2012-07-26,237.5,231.96078431372547,225.66666666666663,245.07936507936503,242.02416918429,22
2012-07-05,36.47946166992188,37.06190872192383,36.38749694824219,36.61741256713867,30.906030654907227,19179141,2012-07-26,238.9,232.8571428571429,225.76086956521735,245.4857142857143,242.9032258064516,21
2012-07-06,36.57143020629883,36.63274002075195,35.268592834472656,35.92000961303711,30.317405700683597,16445878,2012-07-26,234.35,223.33333333333331,225.2777777777778,243.31578947368425,242.99748110831231,20
2012-07-09,35.866363525390625,36.126930236816406,34.12668991088867,34.3642692565918,29.00432014465332,15506103,2012-07-26,224.2,222.8571428571429,224.54545454545456,237.04347826086956,242.5641025641025,17
2012-07-10,34.333614349365234,35.306907653808594,33.96575164794922,35.092323303222656,29.61880874633789,14442199,2012-07-26,228.95,222.04545454545456,224.30894308943093,236.7289719626168,242.80392156862743,16
2012-07-11,34.946712493896484,35.77439880371094,34.76278305053711,35.184288024902344,29.696430206298828,9155272,2012-07-26,229.55,224.61538461538456,224.41860465116275,239.7297297297297,242.60869565217396,15
2012-07-12,34.73212814331055,35.00035858154297,34.14201736450195,34.448570251464844,29.075464248657227,10709504,2012-07-26,224.75,223.63636363636363,224.46969696969697,238.65853658536585,242.3287671232877,14
2012-07-13,34.48688888549805,34.86241149902344,33.96575164794922,34.08070755004883,28.76498794555664,8947646,2012-07-26,222.35,218.51063829787236,223.986013986014,237.32919254658387,241.98036006546647,13
2012-07-16,34.01173400878906,34.25697326660156,32.35636520385742,32.53263092041016,27.45836639404297,12876197,2012-07-26,212.25,215.86956521739128,223.0344827586207,231.01382488479263,240.37142857142857,10
2012-07-17,32.57094955444336,32.79319763183594,29.597412109375,29.81199836730957,25.162084579467773,41346100,2012-07-26,194.5,198.62637362637363,212.53333333333333,212.4435318275154,227.34896302975653,9
2012-07-18,30.04191017150879,30.94623374938965,28.67776298522949,30.455753326416016,25.70543098449707,100424270,2012-07-26,198.7,189.16666666666669,202.45033112582783,204.1738066095472,223.6992481203008,8
2012-07-19,30.655010223388672,31.344749450683597,29.7047061920166,30.0189208984375,25.336732864379883,32215012,2012-07-26,195.85,193.53658536585365,200.85714285714283,207.8114186851211,223.12896405919665,7
2012-07-20,30.04191017150879,30.471080780029297,29.444137573242188,29.995927810668945,25.317325592041016,14260787,2012-07-26,195.7,190.65217391304347,201.1881188118812,207.10900473933648,222.37637362637363,6
2012-07-23,29.735361099243164,30.003591537475582,28.96898651123047,29.398155212402344,24.812789916992188,10440654,2012-07-26,191.8,190.3636363636364,201.97183098591543,204.4,221.5912117177097,3
2012-07-24,29.428810119628903,29.880971908569336,29.152915954589844,29.482458114624023,24.883943557739254,12486134,2012-07-26,192.35,189.0,201.77304964539007,206.975,221.6214382632293,2
2012-07-25,29.9116268157959,29.9116268157959,28.76206398010254,29.09160614013672,24.554054260253903,10814075,2012-07-26,189.8,200.0,201.30952380952385,210.3246753246753,221.79649122807015,1
2012-07-26,29.505447387695312,29.766016006469727,27.405580520629883,27.704465866088867,23.383275985717773,26763884,2012-08-30,180.75,180.43478260869568,185.21739130434784,196.25531914893617,202.516339869281,35
2012-07-27,27.94204330444336,28.723745346069336,26.1947078704834,26.554903030395508,22.413015365600582,17716111,2012-08-30,173.25,172.22222222222223,180.14705882352945,191.1672473867596,196.4757709251101,34
2012-07-30,26.66986083984375,27.528200149536133,25.941802978515625,27.298288345336918,23.04044532775879,17946892,2012-08-30,178.1,169.5744680851064,176.66666666666666,189.65986394557825,196.62420382165604,31
2012-07-31,27.39791679382324,27.97269821166992,27.068374633789062,27.72745513916016,23.40267944335937,12753731,2012-08-30,180.9,175.83333333333334,177.90123456790124,188.18471337579615,197.10583153347727,30
2012-08-01,27.81175994873047,28.746736526489254,27.6354923248291,28.40953254699707,23.978364944458008,12668068,2012-08-30,185.35,175.2112676056338,179.247311827957,193.9869281045752,197.17514124293783,29
2012-08-02,28.40186882019043,28.78505516052246,28.12597274780273,28.470842361450195,24.90682029724121,9204498,2012-08-30,185.75,173.47826086956525,179.36842105263156,192.7835051546392,197.16697936210133,28
2012-08-03,28.38653945922852,28.38653945922852,27.129684448242188,27.55885505676269,24.10900115966797,11521998,2012-08-30,179.8,172.05882352941177,179.79166666666666,194.29347826086956,197.18801996672207,27
2012-08-06,27.589509963989254,28.32522964477539,27.589509963989254,27.74278450012207,24.26990127563477,6970566,2012-08-30,181.0,180.0,179.68085106382978,193.71069182389937,197.2619047619048,24
2012-08-07,27.89606094360352,28.271583557128903,27.689138412475582,28.003353118896484,24.497852325439453,6158725,2012-08-30,182.7,174.07407407407408,178.96907216494844,195.1908396946565,197.44897959183672,23
2012-08-08,28.041671752929688,28.693090438842773,27.589509963989254,27.75044822692871,24.276609420776367,13291718,2012-08-30,181.05,175.0,178.78787878787878,196.31840796019895,197.64521193092625,22
2012-08-09,27.74278450012207,28.12597274780273,26.838462829589844,27.26763153076172,23.854230880737305,21703381,2012-08-30,177.9,177.02247191011233,176.8027210884354,192.9294935451837,197.29490022172948,21
2012-08-10,27.282960891723636,27.566518783569336,26.89977264404297,27.206321716308597,23.800596237182617,6407787,2012-08-30,177.5,172.72727272727272,176.8085106382979,191.80722891566265,197.184265010352,20
2012-08-13,27.14501190185547,28.317567825317383,27.14501190185547,28.041671752929688,24.5313777923584,9686670,2012-08-30,182.95,177.7358490566038,176.97841726618705,195.73446327683615,198.4052156469408,17
2012-08-14,28.049335479736328,29.54376792907715,28.049335479736328,29.398155212402344,25.71805191040039,17820688,2012-08-30,191.8,178.74999999999997,177.07142857142858,198.25104602510464,199.51612903225805,16
2012-08-16,29.428810119628903,29.93461799621582,29.07627868652344,29.275535583496094,25.610782623291016,19347550,2012-08-30,191.0,183.35664335664336,179.27631578947364,200.9882005899705,202.78481012658227,14
2012-08-17,29.168243408203125,29.63573265075684,27.9113883972168,28.07999038696289,24.56489944458008,12669145,2012-08-30,183.2,181.93548387096777,179.08496732026146,199.07327586206893,202.53672869735556,13
2012-08-21,28.05699920654297,28.50149726867676,27.796430587768555,28.378875732421875,24.826366424560547,6533952,2012-08-30,185.15,178.88888888888889,179.21568627450984,196.6326530612245,202.42805755395685,9
2012-08-22,28.432523727416992,28.585798263549805,27.673810958862305,27.873069763183597,24.38387680053711,4595085,2012-08-30,181.85,180.0,179.08496732026146,195.1968503937008,202.3555166374781,8
2012-08-23,27.75044822692871,28.10298156738281,27.16800308227539,27.359596252441406,23.934680938720703,7544247,2012-08-30,178.5,176.9811320754717,179.13333333333333,193.14393939393935,201.6966580976864,7
2012-08-24,27.282960891723636,27.313615798950195,26.46293830871582,26.78481674194336,23.43185234069824,7818271,2012-08-30,174.75,177.53846153846158,178.74999999999997,198.9179104477612,199.6195652173913,6
2012-08-27,26.82313537597656,26.853790283203125,24.232786178588867,24.386062622070312,21.3333797454834,24362385,2012-08-30,159.1,166.68789808917194,177.01149425287355,176.4784946236559,196.24476110645432,3
2012-08-28,24.3707332611084,24.432043075561523,23.22117042541504,23.895580291748047,20.904298782348636,30074664,2012-08-30,155.9,158.5714285714286,175.7396449704142,169.66292134831463,195.31645569620247,2
2012-08-29,23.94922637939453,24.202131271362305,23.48173713684082,23.696325302124023,20.729984283447266,12729174,2012-08-30,154.6,166.15384615384613,175.93939393939394,183.1914893617021,195.2725724020443,1
2012-08-30,23.75763320922852,24.14082145690918,23.389772415161133,23.811281204223636,20.830551147460938,17227062,2012-09-27,155.35,153.92857142857144,168.1818181818182,167.95454545454544,175.44615384615386,28
2012-08-31,23.75763320922852,24.186803817749023,23.22117042541504,23.8802547454834,20.89089012145996,13361573,2012-09-27,155.8,153.44262295081967,165.0,169.96197718631174,174.7513812154696,27
2012-09-03,24.064184188842773,24.58531951904297,23.80361557006836,24.079513549804688,21.065204620361328,8627581,2012-09-27,157.1,151.42857142857142,163.48837209302326,169.36708860759495,174.28571428571425,24
2012-09-04,24.03352928161621,24.3707332611084,23.412765502929688,24.240449905395508,21.20599937438965,10095073,2012-09-27,158.15,151.5625,162.5531914893617,170.82644628099175,174.02745995423342,23
2012-09-05,24.08717536926269,24.294095993041992,23.389772415161133,23.665666580200195,20.70316696166992,12035852,2012-09-27,154.4,155.55555555555554,161.04761904761904,172.75423728813558,174.5136186770428,22
2012-09-06,23.811279296875,24.00287437438965,23.2518253326416,23.535385131835938,20.58919334411621,11909680,2012-09-27,153.55,150.47619047619048,160.84905660377356,174.14634146341464,175.00904159132006,21
2012-09-07,23.604358673095703,24.15614891052246,23.451082229614254,23.780622482299805,20.80373191833496,14227611,2012-09-27,155.15,149.3984962406015,156.28205128205127,163.61445783132532,174.65608465608466,20
2012-09-10,23.75763320922852,26.279008865356445,23.46641159057617,26.07208824157715,22.80834579467773,39069180,2012-09-27,170.1,156.15384615384616,157.12962962962965,173.35272342675836,179.47932618683,17
2012-09-11,26.056758880615234,27.712129592895508,25.53562355041504,27.51287269592285,24.06877326965332,45562272,2012-09-27,179.5,163.3794162826421,161.54255319148936,180.8064516129032,182.63492063492063,16
2012-09-12,27.589509963989254,27.62016487121582,26.66986083984375,26.94575500488281,23.57264518737793,18365708,2012-09-27,175.8,168.9020771513353,162.47058823529412,183.8790035587189,183.7869822485207,15
2012-09-13,26.91510009765625,28.156627655029297,26.77715110778809,27.2446403503418,23.834117889404297,20324467,2012-09-27,177.75,168.9090909090909,163.32584269662922,188.80350194552528,187.0644391408115,14
2012-09-14,27.589509963989254,29.22188949584961,27.39791679382324,28.961322784423828,25.33590316772461,25826798,2012-09-27,188.95,173.359173126615,167.0,190.0,186.62739322533136,13
2012-09-17,29.13758850097656,29.81199836730957,28.53981590270996,29.505447387695312,25.81191635131836,16647255,2012-09-27,192.5,175.18987341772151,167.50511247443762,193.90015600624025,187.35973597359737,10
2012-09-18,29.505447387695312,30.85426902770996,29.183570861816406,30.087894439697266,26.32144927978516,16462162,2012-09-27,196.3,179.93827160493828,168.46,200.23668639053253,188.52994555353905,9
2012-09-20,30.04191017150879,31.0688533782959,29.306190490722656,30.60902976989746,26.777347564697266,30219123,2012-09-27,199.7,186.43478260869568,171.31238447319777,202.15815485996703,190.7473309608541,7
2012-09-21,30.655010223388672,31.344749450683597,30.425098419189453,31.122499465942383,27.226539611816406,23597466,2012-09-27,203.05,181.53846153846155,172.04545454545456,199.28934010152284,189.6969696969697,6
2012-09-24,31.222129821777344,32.01915740966797,30.29481506347656,30.50173568725586,26.68348693847656,20823153,2012-09-27,199.0,184.93150684931507,172.40234375,202.82178217821783,191.9724770642202,3
2012-09-25,30.5783748626709,31.40605926513672,29.4594669342041,30.70099449157715,26.85780143737793,20275112,2012-09-27,200.3,180.95808383233532,173.6997885835095,202.31884057971016,191.05527638190955,2
2012-09-26,30.70865821838379,31.01520729064941,30.12621116638184,30.38677978515625,26.582921981811523,16446544,2012-09-27,198.25,186.0606060606061,173.99113082039915,196.88073394495416,191.5584415584416,1
2012-09-27,30.49407196044922,30.80828666687012,29.980600357055664,30.087894439697266,26.32144927978516,8628103,2012-10-25,196.3,178.09523809523807,180.8571428571429,217.0103092783505,217.14285714285717,28
2012-09-28,30.325469970703125,31.229793548583984,30.325469970703125,30.831275939941406,26.97177124023437,14054230,2012-10-25,201.15,193.4782608695652,182.40506329113924,218.1203007518797,218.0392156862745,27
2012-10-01,30.80828666687012,31.01520729064941,29.888635635375977,30.36379051208496,26.562807083129883,7992180,2012-10-25,198.1,188.3783783783784,184.48275862068965,211.1881188118812,217.95744680851067,24
2012-10-03,30.532390594482425,32.56328582763672,30.37145233154297,31.97317886352539,27.97072982788086,42851609,2012-10-25,208.6,199.12442396313364,187.9816513761468,216.83632734530937,221.02564102564105,22
2012-10-04,32.04981231689453,34.91605758666992,32.04981231689453,34.5098762512207,30.18987464904785,38191784,2012-10-25,225.15,203.1465517241379,194.42953020134223,226.36520241171408,226.82222222222225,21
2012-10-05,35.03867721557617,36.39516067504883,33.72051239013672,36.10393905639648,31.584396362304688,55367572,2012-10-25,235.55,216.5017667844523,201.54166666666669,237.22,236.07003891050584,20
2012-10-08,35.988983154296875,36.56376647949219,34.594181060791016,34.84708786010742,30.48487663269043,22012805,2012-10-25,227.35,223.29032258064512,201.70212765957444,244.83576642335763,241.23397435897436,17
2012-10-09,34.939048767089844,35.613460540771484,33.536582946777344,33.76649475097656,29.539560317993164,19175115,2012-10-25,220.3,221.11570247933884,202.479674796748,238.11926605504587,240.77941176470588,16
2012-10-10,33.551910400390625,33.57490158081055,32.21075439453125,32.3640251159668,28.31264877319336,21613575,2012-10-25,211.15,209.45,201.2448132780083,232.02061855670104,240.84022038567497,15
2012-10-11,32.49431228637695,34.90073013305664,31.942522048950195,34.54053497314453,30.216699600219727,32681266,2012-10-25,225.35,212.7488151658768,200.5813953488372,228.57702349869453,240.7983761840325,14
2012-10-12,34.48688888549805,35.45252227783203,33.919769287109375,34.12668991088867,29.854671478271484,20839339,2012-10-25,222.65,217.01986754966885,202.3420074349442,235.12422360248448,240.8302354399009,13
2012-10-15,34.157344818115234,34.456233978271484,33.36031723022461,33.87378692626953,29.633420944213867,11003323,2012-10-25,221.0,215.7377049180328,202.3616236162362,233.67924528301887,240.53658536585365,10
2012-10-16,33.413963317871094,34.74745559692383,32.67824172973633,32.85451126098633,28.74173927307129,17464687,2012-10-25,214.35,216.30841121495328,203.18352059925093,230.2965403624382,239.8108747044917,9
2012-10-17,33.1074104309082,33.4522819519043,32.18776321411133,32.777870178222656,28.67468643188477,12058745,2012-10-25,213.85,210.9714285714286,203.10104529616729,225.0923482849604,238.31367924528303,8
2012-10-18,32.95413589477539,34.00407028198242,32.57094955444336,33.83546829223633,29.599899291992188,12003420,2012-10-25,220.75,211.25,203.60544217687072,225.54179566563468,238.58866103739444,7
2012-10-19,33.64387512207031,33.85845947265625,32.770206451416016,33.130401611328125,28.983089447021484,9057748,2012-10-25,216.15,215.83333333333331,204.13333333333333,229.6943231441048,238.61635220125785,6
2012-10-22,32.95413589477539,34.3642692565918,32.509639739990234,34.233985900878906,29.948530197143555,14009643,2012-10-25,223.35,208.63636363636363,203.94463667820065,226.69312169312173,239.20698924731184,3
2012-10-23,34.448570251464844,34.77811050415039,34.027061462402344,34.31828308105469,30.022275924682617,27837183,2012-10-25,223.9,215.45454545454547,203.11023622047244,227.6142131979696,240.20260492040524,2
2012-10-25,34.39492416381836,34.56352615356445,33.4906005859375,33.99640655517578,29.74068260192871,21567494,2012-11-29,221.8,216.3793103448276,215.09803921568627,236.31578947368425,242.0540540540541,35
2012-10-29,33.33732604980469,33.70518493652344,32.80086135864258,33.069091796875,28.92945671081543,5454051,2012-11-29,215.75,216.42857142857144,214.6296296296296,226.8918918918919,240.0873362445415,31
2012-10-30,33.04610061645508,33.68985748291016,32.53263092041016,32.92348098754883,28.80207061767578,8075991,2012-11-29,214.8,213.42857142857144,213.33333333333337,225.92592592592595,239.3522267206478,30
2012-10-31,32.95413589477539,33.444618225097656,32.877498626708984,33.00778579711914,28.875825881958008,5542317,2012-11-29,215.35,211.0526315789474,213.10810810810813,224.03846153846155,238.85826771653544,29
2012-11-01,33.09208679199219,34.701473236083984,33.02310943603516,34.578853607177734,30.250219345092773,14975985,2012-11-29,225.6,215.0,212.5,237.29124236252545,241.7955801104972,28
2012-11-02,34.80876541137695,35.44485855102539,34.333614349365234,34.50221633911133,30.183177947998047,11834606,2012-11-29,225.1,221.55555555555557,215.3488372093023,234.9303621169917,242.4754901960784,27
2012-11-05,34.51754379272461,34.99269485473633,33.919769287109375,34.37959671020508,30.07590675354004,8429133,2012-11-29,224.3,220.56603773584905,216.989247311828,234.77987421383645,242.06976744186045,24
2012-11-06,34.479225158691406,35.24559783935547,34.38726043701172,34.9313850402832,30.55862045288086,6644897,2012-11-29,227.9,219.7872340425532,216.59574468085108,240.12820512820517,242.74336283185843,23
2012-11-07,35.02334976196289,35.78972625732422,34.831756591796875,35.084659576416016,30.69271278381348,10449547,2012-11-29,228.9,226.93181818181816,219.4736842105263,236.328125,242.7426160337553,22
2012-11-08,34.946712493896484,35.16896057128906,34.08837127685547,34.78577423095703,30.431236267089844,7077224,2012-11-29,226.95,222.97297297297297,218.141592920354,235.9171597633136,242.59875259875264,21
2012-11-09,34.78577423095703,35.214942932128906,34.3642692565918,34.51754379272461,30.19658470153809,4587243,2012-11-29,225.2,220.6060606060606,218.08695652173915,237.31481481481484,242.51968503937013,20
2012-11-12,34.62483596801758,35.02334976196289,34.4409065246582,34.64016342163086,30.303857803344727,3431347,2012-11-29,226.0,216.3636363636364,218.27272727272728,235.3174603174603,242.64299802761337,17
2012-11-15,34.39492416381836,36.40282440185547,33.89677810668945,36.1499252319336,31.62462615966797,11373918,2012-11-29,235.85,227.3170731707317,221.5,236.70616113744077,243.44554455445547,14
2012-11-16,36.34917831420898,37.04658126831055,34.287628173828125,34.53287124633789,30.20999526977539,12948277,2012-11-29,225.3,231.60220994475145,224.42028985507247,240.68468468468467,244.03747870528107,13
2012-11-19,34.64016342163086,35.04634094238281,34.027061462402344,34.56352615356445,30.23680877685547,6128779,2012-11-29,225.5,225.87628865979383,222.9447852760736,233.99253731343285,243.1188118811881,10
2012-11-20,34.64016342163086,34.89306640625,33.413963317871094,34.057716369628906,29.79432678222656,8437993,2012-11-29,222.2,220.45454545454547,222.89308176100627,233.49794238683128,241.488,9
2012-11-21,34.027061462402344,34.73212814331055,33.61322021484375,34.50221633911133,30.183177947998047,5173816,2012-11-29,225.1,222.23684210526315,223.03225806451613,232.67281105990784,241.3946117274168,8
2012-11-22,34.51754379272461,34.78577423095703,33.75116729736328,34.31061935424805,30.015575408935547,4500053,2012-11-29,223.85,221.25,222.9559748427673,245.0,239.9286987522282,7
2012-11-23,34.333614349365234,35.092323303222656,34.12668991088867,34.65549087524414,30.31726455688477,5334971,2012-11-29,226.1,230.7692307692308,224.23312883435585,234.39393939393935,239.6487985212569,6
2012-11-26,34.79343795776367,35.40653610229492,34.52520751953125,35.03867721557617,30.652482986450195,4722581,2012-11-29,228.6,223.1578947368421,224.45859872611467,235.81589958158995,239.8054474708171,3
2012-11-27,35.02334976196289,35.94300079345703,35.02334976196289,35.621124267578125,31.162023544311523,5236103,2012-11-29,232.4,224.1176470588235,224.5985401459854,231.99095022624437,242.09302325581396,2
2012-11-29,35.64411544799805,35.973655700683594,35.069332122802734,35.36821746826172,30.94077491760254,6686906,2012-12-27,230.75,217.0,211.8918918918919,243.5,245.5696202531645,28
2012-11-30,35.5981330871582,37.06957244873047,35.483177185058594,36.74769592285156,32.1475715637207,10056398,2012-12-27,239.75,230.8108108108108,217.05882352941177,246.72413793103448,246.4315352697096,27
2012-12-03,36.96994400024414,40.28068542480469,36.82433319091797,39.721229553222656,34.74886703491211,23439345,2012-12-27,259.15,240.1685393258427,230.1980198019802,260.3910149750416,259.9511002444988,24
2012-12-04,39.85151672363281,40.855464935302734,38.533348083496094,38.9931755065918,34.11195755004883,21247090,2012-12-27,254.4,242.4505928853755,235.98901098901095,271.83585313174945,266.81402439024384,23
2012-12-05,38.31876373291016,39.85151672363281,38.01221466064453,38.20380783081055,33.4213981628418,13584571,2012-12-27,249.25,238.1746031746032,236.66666666666669,269.0282131661442,266.96092619392186,22
2012-12-06,38.31876373291016,40.487606048583984,37.10789108276367,40.13507461547852,35.11090850830078,30237306,2012-12-27,261.85,243.3333333333333,236.5128205128205,266.579391891892,267.7559607293128,21
2012-12-07,40.15806579589844,41.21566390991211,39.5602912902832,40.34965896606445,35.29863357543945,23140920,2012-12-27,263.25,257.3846153846154,245.70397111913357,273.85714285714283,269.66896551724136,20
2012-12-10,40.46461486816406,41.177345275878906,40.004791259765625,40.90911102294922,35.78805160522461,9163408,2012-12-27,266.9,256.66666666666663,245.6204379562044,274.4485294117647,270.10610079575594,17
2012-12-11,40.93976974487305,42.13531112670898,40.15806579589844,41.68315124511719,36.46519088745117,16148967,2012-12-27,271.95,258.2520325203252,246.95945945945945,279.5994659546061,272.1419185282523,16
2012-12-12,41.85175323486328,42.82505035400391,41.545204162597656,42.21961212158203,36.93450164794922,15917097,2012-12-27,275.45,259.5438596491228,249.3623188405797,286.27973358706,279.488188976378,15
2012-12-13,42.30391693115234,42.53382873535156,40.40330505371094,40.740509033203125,35.64055252075195,12111846,2012-12-27,265.8,261.09324758842445,251.33159268929504,285.86413586413585,280.38572806171646,14
2012-12-14,40.61788940429688,41.61417770385742,39.99712753295898,41.29230117797852,36.1232795715332,10463789,2012-12-27,269.4,257.2992700729927,251.4987714987715,284.4791666666667,281.50684931506845,13
2012-12-17,41.3842658996582,43.192909240722656,41.15435409545898,42.94766998291016,37.5714225769043,14296977,2012-12-27,280.2,261.76870748299314,252.6905829596413,288.2304147465437,285.1351351351351,10
2012-12-18,43.307865142822266,43.737037658691406,42.61046600341797,43.32319641113281,37.89993667602539,16469626,2012-12-27,282.65,268.9123867069486,253.40044742729307,288.25906735751295,287.6178660049628,9
2012-12-19,43.231231689453125,45.49203872680664,42.9170150756836,44.71033477783203,39.11343383789063,25820332,2012-12-27,291.7,274.6749226006192,257.11111111111114,298.8884730538922,296.6318147871545,8
2012-12-20,44.84828186035156,44.94791030883789,41.23099136352539,41.537540435791016,36.33781051635742,54317702,2012-12-27,271.0,267.31567644953475,259.8554913294798,295.3653585926928,293.8337924701561,7
2012-12-21,42.63345718383789,43.591426849365234,41.48389434814453,41.83642578125,36.59928131103516,60097983,2012-12-27,272.95,268.732332155477,260.27901785714283,288.51029377746937,292.1000893655049,6
2012-12-24,41.99736785888672,42.426536560058594,40.65620803833008,42.09699249267578,36.82723236083984,21500255,2012-12-27,274.65,265.62123039806994,261.11490329920366,283.08982683982686,291.7816635160681,3
2012-12-26,42.15064239501953,42.30391693115234,41.545204162597656,41.81343460083008,36.57917022705078,10083114,2012-12-27,272.8,267.112970711297,260.92288242730723,283.25044404973363,292.1428571428571,1
2012-12-27,41.7981071472168,42.572147369384766,41.07771682739258,41.43791198730469,36.25065231323242,20577359,2013-01-31,270.35,266.57142857142856,263.4782608695652,287.1559633027523,292.1256038647344,35
2012-12-28,41.65249633789063,41.98970031738281,41.25398254394531,41.71380615234375,36.49201202392578,8486442,2013-01-31,272.15,270.7692307692308,264.1975308641975,287.8260869565217,290.9266409266409,34
2012-12-31,41.75212478637695,42.07400131225586,41.46090316772461,41.5911865234375,36.38473892211914,5203129,2013-01-31,271.35,268.57142857142856,264.47058823529414,286.8181818181818,290.2952029520295,31
2013-01-01,41.89007186889648,42.52616500854492,41.81343460083008,42.28858947753906,36.99484252929688,6193245,2013-01-31,275.9,266.4102564102564,264.9056603773585,285.3787878787879,288.8294314381271,30
2013-01-02,42.64112091064453,43.91330337524414,42.48018264770508,43.737037658691406,38.2619743347168,18393468,2013-01-31,285.35,272.6923076923077,266.7375886524823,289.5477386934673,288.69918699187,29
2013-01-03,43.97461318969727,44.03592300415039,42.81738662719727,43.02430725097656,37.63846206665039,9186315,2013-01-31,280.7,277.1238938053097,269.0909090909091,288.14371257485027,289.3684210526316,28
2013-01-04,43.69105529785156,43.69105529785156,42.09699249267578,42.41120910644531,37.10211944580078,11260853,2013-01-31,276.7,274.21875,269.1358024691358,289.4666666666667,289.56621004566216,27
2013-01-07,42.64112091064453,43.33086013793945,42.55681991577149,42.82505035400391,37.46414566040039,7366730,2013-01-31,279.4,274.0625,269.375,289.25,290.0,24
2013-01-08,42.87103271484375,42.88636016845703,41.81343460083008,42.47251892089844,37.1557502746582,8925020,2013-01-31,277.1,272.3423423423424,269.71264367816093,288.41584158415844,290.2839756592292,23
2013-01-09,42.59513854980469,43.070289611816406,42.005027770996094,42.18895721435547,36.90768051147461,7407278,2013-01-31,275.25,272.91666666666663,269.55056179775283,289.04458598726114,290.12048192771084,22
2013-01-10,42.30391693115234,42.62579345703125,41.20033645629883,41.66782379150391,36.451786041259766,9347580,2013-01-31,271.85,271.8181818181818,269.2073170731707,286.0,290.17647058823525,21
