iter	Logloss
348	0.2065461132
349	0.2064638383
350	0.2063910212
351	0.2063199261
352	0.2062931606
353	0.2062886511
354	0.2062306268
355	0.2061572511
356	0.2060898917
357	0.2060410799
358	0.2059774508
359	0.2059508215
360	0.2058786338
361	0.2057948766
362	0.2057474681
363	0.2056928853
364	0.2056475421
365	0.2055812808
366	0.2055426516
367	0.2055009951
368	0.2054402651
369	0.2054103088
370	0.20535229
371	0.2053285054
372	0.205278165
373	0.2052275739
374	0.2052231625
375	0.2051588413
376	0.2051316152
377	0.2050613812
378	0.2050001608
379	0.2049504335
380	0.2049338967
381	0.204871867
382	0.204834265
383	0.2047676713
384	0.2046961648
385	0.2046287755
386	0.2045616886
387	0.2045438467
388	0.2045100757
389	0.2044427354
390	0.2043817874
391	0.2043178177
392	0.2042744936
393	0.2042241178
394	0.2041847529
395	0.2041484996
396	0.2041020121
397	0.204070094
398	0.2040143776
399	0.2039576694
400	0.2039538547
401	0.2039345905
402	0.2038648006
403	0.2038174166
404	0.2037582098
405	0.2037016187
406	0.203651965
407	0.2035643659
408	0.2034952218
409	0.203427639
410	0.2033774812
411	0.2033038494
412	0.2032478278
413	0.203187155
414	0.203161365
415	0.2031188393
416	0.2030754553
417	0.2030031749
418	0.2029608209
419	0.2029256766
420	0.2028632001
421	0.2028149632
422	0.2027727154
423	0.2027682768
424	0.202729811
425	0.2027005713
426	0.2026651137
427	0.2025990186
428	0.2025413568
429	0.202538414
430	0.2025055913
431	0.2024771881
432	0.2024429158
433	0.2024391992
434	0.2024081339
435	0.2023658698
436	0.2023040608
437	0.2022616087
438	0.2022033773
439	0.202133225
440	0.202129612
441	0.2020949881
442	0.202051724
443	0.2019978251
444	0.2019315992
445	0.2018765994
446	0.2018731063
447	0.201827755
448	0.2018243108
449	0.2017784854
450	0.2017437989
451	0.2016926711
452	0.2016410664
453	0.2015992246
454	0.2015410669
455	0.2015078899
456	0.2014469446
457	0.2014430373
458	0.2013696807
459	0.2013355037
460	0.2012744331
461	0.2012110301
462	0.201150232
463	0.2010949217
464	0.2010417421
465	0.2009569441
466	0.2009532792
467	0.2009358651
468	0.2009094865
469	0.2009053612
470	0.2008613668
471	0.2008583832
472	0.2008552197
473	0.2007950592
474	0.2007684844
475	0.2007082721
476	0.2006507274
477	0.2005811392
478	0.2005431311
479	0.2004873276
480	0.2004508863
481	0.2004033252
482	0.2003808866
483	0.2003465761
484	0.2003437396
485	0.2002824593
486	0.200257958
487	0.2002549335
488	0.2001971163
489	0.2001044491
490	0.2000520979
491	0.1999789756
492	0.1999275262
493	0.1998783711
494	0.1998450688
495	0.1998014832
496	0.1997744833
497	0.1997354208
498	0.1997326279
499	0.1996669442
500	0.1996140998
501	0.1996115576
502	0.1996013968
503	0.1995793424
504	0.1995232773
505	0.1994811303
506	0.19941462115507	0.19939688825508	0.19935869765509	0.199289875
510	0.19924850465511	0.19919203085512	0.19918988365513	0.19912463875514	0.19906102045515	0.19900991715516	0.1989281464517	0.1992949758
518	0.1988634001
519	0.1992422049
520	0.1992145729
521	0.1987946156
522	0.198754267
5523	0.1991135216524	0.1986291122
5525	0.19901348665526	0.198938961
527	0.1988921847
528	0.1988446699
529	0.1988070815
530	0.1987719182
531	0.1987404006
532	0.1986836134
533	0.1986405591
534	0.1986085946
535	0.1985606493
536	0.1985224015
537	0.1984764181
538	0.1984280396
539	0.1984012931
540	0.1983766828
541	0.19832905654542	0.19829852554543	0.19825379254544	0.19819917545545	0.19807952546546	0.19804166547547	0.19797880548548	0.19796517549549	0.19793431550550	0.1978826255551	0.1978822195552	0.1978235195553	0.19779808045554	0.19776606425555	0.19769533165556	0.19764825285557	0.197605569
558	0.1975928034
559	0.1975234495
560	0.1974723271
561	0.1973893057
562	0.1973644747
563	0.1973454448
564	0.1973179463
565	0.1972977747
566	0.1972399439
567	0.19716946475568	0.19713508885569	0.19707509957570	0.19702645571571	0.1970224572	572	0.1969490573	573	0.1969074574	574	0.1968938575	575	0.196860576	0576	0.196837577	577	0.196792578	0578	0.196736579	0579	0.19669580	0.580	0.19665581	0581	0.196638582	0582	0.196589583	0583	0.196549584	0584	0.196507585	0585	0.196476586	0586	0.196422587	0587	0.19638588	0.588	0.1963410868
589	0.1962846538
590	0.19625591	0.591	0.19621592	0.592	0.19618593	0.593	0.19611594	0.594	0.19608595	0.595	0.1960596	0.1596	0.1960597	0.1597	0.1959598	0.1598	0.1959599	0.1599	0.1958600	0.1600	0.1958601	0.1601	0.1957602	0.1602	0.1957603	0.1603	0.1957604	0.1604	0.1956605	0.1605	0.19606	0.194606	0.1955919402
607	0.1955855833
608	0.1955518178
609	0.1955219187
610	0.195463968
611	0.195460938
612	0.1954613	0.1613	0.195614	0.19614	0.195615	0.19615	0.195616	0.19616	0.195617	0.19617	0.195618	0.1618	0.1952619	0.1619	0.1951620	0.1620	0.1951621	0.1621	0.1950622	0.1622	0.1950623	0.1941999953
624	0.624	0.19492625	0.625	0.19488626	0.626	0.19482627	0.627	0.19478628	0.628	0.19476629	0.629	0.19473630	0.630	0.19471631	0.631	0.19467632	0.632	0.19461633	0.1937970897
634	0.634	0.19455635	0.635	0.19450636	0.636	0.19446637	0.637	0.19439638	0.638	0.19435639	0.639	0.19428640	0.640	0.19427641	0.641	0.19421642	0.642	0.19418643	0.643	0.19413644	0644	0.194111645	0645	0.194099646	0646	0.194078647	0647	0.194034648	0648	0.193998649	0649	0.1939499092
650	0.1939039258
651	0.193865652	0652	0.1938416835
653	0.1938000979
654	0.193762655	0655	0.193729656	0656	0.1936689867
657	0.1935831683
658	0.193512659	0659	0.193479660	0660	0.1934360804
661	0.1934052604
662	0.1933757782
663	0.1933378056
664	0.1932724776
665	0.1932515553
666	0.1932389327
667	0.1932152094
668	0.1931791469
669	0.1931628977
670	0.1931413051
671	0.1930877549
672	0.193054706
673	0.1930218056
674	0.1929963248
675	0.1929501792
676	0.1928841536
677	0.1928244332
678	0.1927993148
679	0.1927860832
680	0.192761146
681	0.192730732
682	0.1926440838
683	0.1925791441
684	0.1925472913
685	0.1925022875
686	0.192483936
687	0.1924572986
688	0.1924016217
689	0.1923833438
690	0.1923482255
691	0.1923177079
692	0.1922881072
693	0.1922550338
694	0.192197297
695	0.192193906
696	0.1921628748
697	0.1921142306
698	0.192065679
699	0.1920521382
700	0.1920345361
701	0.1919944545
702	0.191924478
703	0.1918853733
704	0.1918374021
705	0.1918104362
706	0.1917747729
707	0.1917399134
708	0.191692558
709	0.1916597598
710	0.1916413294
711	0.191609463
712	0.1915768092
713	0.1915361404
714	0.1914940126
715	0.191436754
716	0.1913831561
717	0.1913445486
718	0.191322091
719	0.1912928677
720	0.1912535068
721	0.191229387
722	0.1911977386
723	0.1911846583
724	0.1911336899
725	0.1910784585
726	0.1910511753
727	0.1909977368
728	0.1909736742
729	0.1909440041
730	0.1909213693
731	0.1908791079
732	0.1908424405
733	0.1908367021
734	0.1908001219
735	0.1907529599
736	0.1907126563
737	0.1906899316
738	0.1906074197
739	0.1905404363
740	0.1904972322
741	0.190452186
742	0.1904245731
743	0.1903799438
744	0.1903572641
745	0.1903180136
746	0.1902660152
747	0.190236217
748	0.1902013438
749	0.1901428645
750	0.1901055254
751	0.1900321075
752	0.1900091757
753	0.1899669021
754	0.1899367605
755	0.1899240535
756	0.1898793793
757	0.1898455906
758	0.1898092679
759	0.1897706727
760	0.1897289276
761	0.189696519
762	0.1896555737
763	0.1896253708
764	0.1896096775
765	0.1895713915
766	0.1895277895
767	0.189486321
768	0.1894392613
769	0.1893878419
770	0.1893347904
771	0.1893065003
772	0.1892577675
773	0.1892355401
774	0.1891767366
775	0.1891421168
776	0.1891352953
777	0.1891049617
778	0.1890339007
779	0.1889813628
780	0.1889266137
781	0.1889037555
782	0.1888611725
783	0.1888247558
784	0.1888012355
785	0.1887554605
786	0.1887299034
787	0.1887014403
788	0.1886735725
789	0.1886412798
790	0.1886113984
791	0.1885838945
792	0.1885251168
793	0.1884939848
794	0.1884343052
795	0.1883820452
796	0.1883556393
797	0.1883230155
798	0.1882966546
799	0.1882638196
800	0.1882232203
801	0.1882047462
802	0.1881740815
803	0.188116921
804	0.1881030669
805	0.188052063
806	0.1880426311
807	0.1880168247
808	0.1879839775
809	0.1879341016
810	0.1879236834
811	0.1878900773
812	0.1878685352
813	0.1878514753
814	0.1878204468
815	0.1878147534
816	0.1877924878
817	0.1877644825
818	0.1876946517
819	0.1876493917
820	0.1876272338
821	0.1876201507
822	0.18757814
823	0.1875261811
824	0.1875118405
825	0.1874520424
826	0.1874064255
827	0.1873488889
828	0.1873102747
829	0.1872758457
830	0.1872094222
831	0.1871829769
832	0.1871307537
833	0.1870916394
834	0.1870749405
835	0.1870472908
836	0.187004652
837	0.1869605814
838	0.1869002996
839	0.186842477
840	0.186838462
841	0.1868047769
842	0.1867724895
843	0.1867312472
844	0.1866577653
845	0.1865810571
846	0.1865053844
847	0.1864720004
848	0.1864262921
849	0.186394013
850	0.1863565063
851	0.1863119738
852	0.1862414823
853	0.1862333475
854	0.1861968054
855	0.1861323575
856	0.1861189883
857	0.1860516317
858	0.1859677192
859	0.1859225723
860	0.1859100478
861	0.1858597033
862	0.1858234801
863	0.1857840007
864	0.1857755824
865	0.1857502978
866	0.1857064983
867	0.1856543255
868	0.1855956786
869	0.1855391189
870	0.1855147157
871	0.1854365567
872	0.1854181126
873	0.18536123
874	0.1852992044
875	0.1852707372
876	0.1852416447
877	0.1851935564
878	0.1851536751
879	0.1850641877
880	0.1850062602
881	0.1849706377
882	0.1849001244
883	0.1848475715
884	0.1848279503
885	0.1847928006
886	0.1847510202
887	0.1846987084
888	0.1846654565
889	0.1846328354
890	0.1845849677
891	0.1845530265
892	0.1845093332
893	0.1844674996
894	0.1844528825
895	0.1844169985
896	0.1843716799
897	0.1843398843
898	0.184307082
899	0.1842598179
900	0.1841970525
901	0.1841652748
902	0.1841097178
903	0.184063609
904	0.1840106664
905	0.1839493084
906	0.1839187172
907	0.1838933427
908	0.1838805771
909	0.1838569873
910	0.1837945802
911	0.18373562
912	0.1837001133
913	0.1836678137
914	0.1836073235
915	0.1835987663
916	0.1835358783
917	0.183493215
918	0.1834369183
919	0.1833953748
920	0.1833687864
921	0.1833173834
922	0.1832717855
923	0.1832335418
924	0.183209031
925	0.1831589999
926	0.1831011881
927	0.1830600534
928	0.1830273138
929	0.182990209
930	0.1829602269
931	0.1829100282
932	0.1828616047
933	0.1828304563
934	0.182791917
935	0.1827640356
936	0.1827177565
937	0.1827020958
938	0.1826777526
939	0.1826532827
940	0.182601159
941	0.1825597245
942	0.1825522137
943	0.1824898965
944	0.182467041
945	0.1824313068
946	0.1824003833
947	0.1823505388
948	0.1823184913
949	0.182270313
950	0.1822318445
951	0.1821943719
952	0.1821434825
953	0.1821093845
954	0.1820695904
955	0.182051833
956	0.1820219966
957	0.1819675854
958	0.1819366319
959	0.1818848392
960	0.1818575069
961	0.1818272836
962	0.1817715822
963	0.1817118073
964	0.1816870935
965	0.1816495773
966	0.1816191169
967	0.1815847724
968	0.1815467167
969	0.1815040098
970	0.1814928845
971	0.1814806543
972	0.1814444174
973	0.1813991805
974	0.181363306
975	0.1813325432
976	0.181324219
977	0.1813105937
978	0.1812858336
979	0.1812393243
980	0.1811893545
981	0.1811566407
982	0.1811081001
983	0.1810749367
984	0.1810320159
985	0.180976478
986	0.1809318651
987	0.1808891119
988	0.1808628137
989	0.1808361312
990	0.1808117117
991	0.1807909897
992	0.1807538046
993	0.1807502202
994	0.1807291085
995	0.180721584
996	0.1806826374
997	0.1806324278
998	0.1805923394
999	0.1805309909
5
